course_slug,assessment_id,question_text,simplified_text,question_type,correct_answer,options,difficulty_level
python,,"If you try to assign a value to a variable named `if` (e.g., `if = 5`), what kind of error would Python most likely produce?",What error if you name a variable `if`?,multiple_choice,C,"[""A. NameError"", ""B. TypeError"", ""C. SyntaxError"", ""D. ValueError""]",4
python,,Why does Python treat `a` and `A` as two completely different variables?,Why are `a` and `A` different variables?,multiple_choice,A,"[""A. Because Python is a case-sensitive language."", ""B. Because they belong to different data types."", ""C. Because `A` represents a global variable, while `a` is local."", ""D. Because `a` is for numbers and `A` is for text.""]",4
python,,"In a series of `if-elif-else` statements, if an `if` condition is true and its block is executed, what happens to the subsequent `elif` and `else` blocks?","If `if` is true, what happens to `elif` and `else`?",multiple_choice,C,"[""A. All subsequent `elif` and `else` blocks are also checked and executed if their conditions are met."", ""B. Only the first `elif` block is checked, and if true, it is executed."", ""C. The program immediately exits the entire `if-elif-else` structure and continues with the code after it."", ""D. The `else` block is always executed regardless of the `if` or `elif` conditions.""]",4
python,,What is the primary effect of using a `break` statement inside a `for` or `while` loop?,What does `break` do in a loop?,multiple_choice,B,"[""A. It skips the current iteration and moves to the next one."", ""B. It immediately terminates the loop and continues execution after the loop."", ""C. It restarts the loop from the beginning."", ""D. It pauses the loop indefinitely until a specific condition is met.""]",4
python,,"From a best practices perspective, why is it recommended to use descriptive names for variables (e.g., `velocity` instead of `x`)?","Why use clear names for variables, not just `x`?",multiple_choice,C,"[""A. Descriptive names make the program run faster."", ""B. Python requires all variable names to be descriptive for compilation."", ""C. Descriptive names improve code readability and understanding for others and for future self-reference."", ""D. Non-descriptive names can cause syntax errors.""]",5
python,,"When should you use `int(input(""Enter a number: ""))` instead of just `input(""Enter a number: "")`?",When should you use `int(input())`?,multiple_choice,C,"[""A. Always, as `input()` without `int()` will cause an error."", ""B. When you expect the user to enter text that needs to be treated as a string."", ""C. When the user's input is expected to be a whole number that will be used in arithmetic calculations."", ""D. Only when the input is a float number.""]",5
python,,What is the primary advantage of organizing code into functions?,Why put code into functions?,multiple_choice,B,"[""A. Functions automatically correct syntax errors."", ""B. Functions allow code to be reused multiple times without rewriting it, improving organization and maintainability."", ""C. Functions are only necessary for very simple programs."", ""D. Functions make the program's file size smaller.""]",5
python,,"In a scenario where you need to guess a number within a large sorted range (e.g., 0 to 100), why is the Bisection Search algorithm generally more efficient than a simple linear search (checking each number one by one)?",Why is bisection search better than guessing one by one?,multiple_choice,C,"[""A. Bisection search uses fewer variables, saving memory."", ""B. Bisection search guarantees finding the number in the first attempt."", ""C. Bisection search eliminates half of the remaining search space with each guess, drastically reducing the number of trials."", ""D. Linear search cannot be used for numbers in a range.""]",5
testing,,What is the primary purpose of software testing?,What is software testing about?,multiple_choice,B,"[""Writing code for new features."", ""Running software to try functions and user actions."", ""Designing the user interface."", ""Managing project timelines.""]",1
testing,,"In software testing, what term describes a deviation of the actual result from the expected result?",What is a software problem called?,multiple_choice,D,"[""An error."", ""A fault."", ""A failure."", ""A bug.""]",1
testing,,Who is primarily responsible for performing unit testing?,Who does the first software tests?,multiple_choice,C,"[""The end-user."", ""The project manager."", ""The developer."", ""The quality assurance team.""]",1
testing,,Which characteristic defines Black Box Testing?,What is Black Box Testing?,multiple_choice,B,"[""Testing with full knowledge of the internal code structure."", ""Testing based on user experience without seeing internal code."", ""Testing individual software components."", ""Testing interactions between integrated modules.""]",1
testing,,Why is discovering bugs in the early stages of software development considered beneficial?,Why fix problems early in software?,multiple_choice,B,"[""It allows for more complex features to be added later."", ""It is easier and faster to fix bugs in smaller units."", ""It reduces the need for user acceptance testing."", ""It guarantees 100% error-free software.""]",2
testing,,A developer writes code that incorrectly calculates the square of a number. This mistake in the code is best described as which term?,What is a code mistake called?,multiple_choice,C,"[""A failure, because it produces a wrong result."", ""An error, because it's a human mistake in coding."", ""A bug, because it's a problem in the software."", ""A defect, which is the same as a failure.""]",2
testing,,What is the primary purpose of a test suite?,What is a test suite for?,multiple_choice,C,"[""To document individual test steps."", ""To execute a single test case."", ""To group related test cases for a specific module."", ""To report a single bug to the developer.""]",2
testing,,What is the main idea behind the Equivalence Partitioning technique?,How does Equivalence Partitioning work?,multiple_choice,B,"[""To test every single possible input value."", ""To divide input data into valid and invalid groups and test a representative from each."", ""To only test the boundary values of an input range."", ""To create an infinite number of test cases for comprehensive coverage.""]",2
testing,,"A software specification states that a zip code field is required but does not specify the exact error message text. The developer implements a message that says ""Error"". What type of bug is this, according to the provided lessons?",What bug is an unclear error message?,multiple_choice,C,"[""A software bug, because the message is too short."", ""A functional bug, because the field is still required."", ""A software specification bug, because the requirement was incomplete."", ""A critical bug, because it impacts user experience.""]",3
testing,,"A website has two identified issues: (1) a button color is incorrect, and (2) users cannot log in to access their accounts. Which issue should receive Priority 1?",Which problem needs fixing first?,multiple_choice,B,"[""The incorrect button color."", ""The inability for users to log in."", ""Both should receive Priority 1."", ""Neither, as these are minor issues.""]",3
testing,,"During test case execution, a tester reaches a step that requires clicking a ""Make Payment"" button, but the button is missing from the interface. How should the tester classify this test case?",What if a button is missing during testing?,multiple_choice,C,"[""Pass, because the software didn't crash."", ""Fail, because the expected action couldn't be performed."", ""Blocked, because the test cannot proceed."", ""Inconclusive, needing further investigation.""]",3
testing,,"A main module needs to call a smaller function that hasn't been developed yet. To proceed with top-down integration testing, what should the tester use for the undeveloped function?",What helps test a main part if a small part isn't ready?,multiple_choice,B,"[""A driver."", ""A stub."", ""A complete code rewrite."", ""An external document.""]",3
testing,,"A tester is working on the acceptance testing phase of a new e-commerce website. Which testing technique would be most appropriate for this phase, and why?",What test is best for final user checks?,multiple_choice,B,"[""White Box Testing, because it focuses on internal code structure."", ""Black Box Testing, because it mimics the end-user's perspective without code knowledge."", ""Unit Testing, because it ensures individual components work."", ""Integration Testing, because it checks module interactions.""]",4
testing,,"If a software project uses a Bottom-Up Integration Testing approach, what type of dummy code is typically employed, and what does it simulate?",What dummy code is used in Bottom-Up testing?,multiple_choice,D,"[""Stubs, to simulate higher-level modules."", ""Drivers, to simulate lower-level functions."", ""Stubs, to simulate undeveloped functions called by the main module."", ""Drivers, to simulate the main program calling tested units.""]",4
testing,,A team is performing System Testing. Which of the following activities would fall under non-functional testing?,Which is a non-functional test?,multiple_choice,B,"[""Verifying that a login button successfully authenticates users."", ""Checking how the system performs under a heavy load of simultaneous users."", ""Confirming that all calculations in a financial module are accurate."", ""Ensuring that data entry fields correctly accept valid inputs.""]",4
testing,,"If a test case procedure includes redundant steps and hardcoded values that might change, what is a likely consequence for future testing efforts?",What happens if test steps are bad?,multiple_choice,C,"[""It will significantly reduce the number of required test cases."", ""It will make bug discovery easier and faster."", ""It will lead to wasted time in updating test cases for small software changes."", ""It will guarantee more reliable and accurate test results.""]",4
testing,,"To improve the maintainability of test cases, which action is considered a best practice when dealing with frequently repeated blocks of steps, such as creating a new user account?",How to make repeated test steps easier to manage?,multiple_choice,C,"[""Rewrite the full block of steps in every test case where it's needed."", ""Omit these steps entirely, assuming the tester knows them."", ""Externalize these steps into a separate document and link to it in the test case."", ""Reduce the number of test cases to avoid repetition.""]",5
testing,,"A software development team is building a complex system where the lowest-level modules are stable and well-understood, but the higher-level GUI is still under heavy development. Which integration testing approach would be most efficient in this scenario?","Which testing order is best for stable small parts, changing big parts?",multiple_choice,C,"[""Big Bang, to test everything at once."", ""Top-Down, to focus on the GUI first and then integrate smaller modules."", ""Bottom-Up, to build confidence from stable lower layers upwards."", ""Random integration, to find bugs unpredictably.""]",5
testing,,A tester aims to find as many bugs as possible by pushing the software to its limits with unexpected inputs. This approach aligns with which test case objective?,What test goal tries to break the software?,multiple_choice,C,"[""Test to Pass, ensuring basic functionality."", ""Test to Confirm, verifying bug fixes."", ""Test to Fail, using strategies to discover flaws."", ""Test to Automate, for efficiency.""]",5
testing,,"When testing a numerical input field that accepts values from 1 to 100 (inclusive), combining Equivalence Partitioning (EP) and Boundary Value Analysis (BVA) leads to an optimal number of test cases. What is this optimal number and why?",How many tests for numbers 1-100 using EP and BVA?,multiple_choice,C,"[""3, because EP covers the valid, above, and below ranges."", ""6, because BVA tests all boundary points and adjacent values."", ""5, because EP covers the valid range and BVA handles boundaries, with some overlap."", ""7, to include a random value from the valid range.""]",5
ux,,"In the Egyptian job market, which UX profile is most commonly sought after by companies?",Which UX job is most wanted in Egypt?,multiple_choice,B,"[""UX Writer"", ""UI UX Designer"", ""UX Researcher"", ""UI Designer""]",1
ux,,Which attribute of User Experience focuses on whether a product or service fulfills a user's needs or solves a problem?,What UX quality means a product helps users or solves problems?,multiple_choice,C,"[""Usable"", ""Findable"", ""Useful"", ""Desirable""]",1
ux,,"According to the ""Elements of User Experience,"" which element is primarily concerned with defining the features and requirements of a product?",Which UX element defines a product's features and needs?,multiple_choice,B,"[""Strategy"", ""Scope"", ""Structure"", ""Surface""]",1
ux,,"What type of wireframe is described as a quick, hand-drawn sketch, not focused on details, primarily for personal ideation?","What are quick, hand-drawn wireframes called?",multiple_choice,C,"[""High-fidelity"", ""Medium-fidelity"", ""Low-fidelity"", ""Polished""]",1
ux,,"What is a primary disadvantage for a UX designer working in a service company, as mentioned in the transcript?",What's a bad thing about being a UX designer in a service company?,multiple_choice,B,"[""Lack of project diversity"", ""Limited feedback channel with users"", ""Inability to build a portfolio quickly"", ""Seldom working with diverse teams""]",2
ux,,"Why is it stated that ""UX design is not about technology"" in the context of denying UX myths?",Why is UX design not just about technology?,multiple_choice,C,"[""UX only applies to digital products"", ""UX is only about aesthetics"", ""UX applies to any life experience, not just digital"", ""Technology is a minor part of UX""]",2
ux,,"What is the main purpose of creating a ""Persona"" during the user research phase?","Why do UX designers make ""Personas""?",multiple_choice,B,"[""To identify specific individual users"", ""To transfer user feedback and image to the team"", ""To simplify user interviews"", ""To replace direct user interaction""]",2
ux,,"What is the significance of ""white space"" in visual design, despite being empty areas?",Why is empty space important in design?,multiple_choice,B,"[""It allows for more graphics and text"", ""It helps users focus and read content"", ""It indicates a lack of design elements"", ""It makes the design look unfinished""]",2
ux,,A user attempts to change their car seat position but finds the controls confusing and takes a long time to figure them out. Which UX attribute is primarily being violated?,Car seat controls are confusing. Which UX quality is missing?,multiple_choice,B,"[""Useful"", ""Usable"", ""Findable"", ""Desirable""]",3
ux,,"A product manager tells the UX designer that users should be able to ""track their package."" The designer asks for more details about how tracking will work (e.g., email confirmation vs. GPS). What is the designer trying to avoid?","Designer asks for details on ""package tracking."" What problem are they trying to stop?",multiple_choice,C,"[""Stakeholder interviews"", ""Scope creep"", ""Ill-defined scope"", ""Information architecture""]",3
ux,,"A user clicks a submit button on a form, but nothing happens on the screen. The user is confused about whether their input was accepted or if there was an error. What interaction design principle is being violated?","User clicks submit, nothing changes. What design rule is broken?",multiple_choice,B,"[""Using known elements"", ""Providing feedback"", ""Preventing errors"", ""User flow""]",3
ux,,A mobile application asks a user to remember a specific code from one screen and then input it into a text field on a subsequent screen. Which best practice for effective UX design is being disregarded?,App makes user remember a code for next screen. What good design rule is ignored?,multiple_choice,C,"[""Reduce steps"", ""Visual explanations"", ""Don't make users remember"", ""Allow undo""]",3
ux,,"A UX designer working on an existing e-commerce website decides to change the color and placement of payment buttons without understanding their original purpose. This change unexpectedly leads to a decrease in payment completion rates. This scenario best illustrates which concept regarding the ""Elements of User Experience""?",Changing payment buttons causes fewer sales. What does this show about UX elements?,multiple_choice,C,"[""Surface changes only affect aesthetics"", ""Elements are isolated and don't affect each other"", ""Decisions in one element can impact others, even 'Strategy'"", ""Visual design is independent of business goals""]",4
ux,,"During stakeholder interviews, a marketing manager identifies that a key ""differentiator"" for their product is a unique ""wallet"" feature that competitors lack. How does understanding this differentiator directly contribute to the ""Strategy"" element of UX?",Knowing what makes a product special helps with which UX element?,multiple_choice,C,"[""It helps define specific features for the 'Scope' element"", ""It informs the visual design choices in the 'Surface' element"", ""It clarifies what value the product offers to users and why they choose it"", ""It dictates the number of pages in the 'Structure' element""]",4
ux,,A user lands on a product page within an e-commerce website and is unable to quickly determine their current location within the site's hierarchy or how to return to the main category. Which navigation design principle is most likely lacking?,User is lost on a website page. What navigation rule is missing?,multiple_choice,C,"[""Providing filter features"", ""Ensuring correct expectations"", ""Using visual indication of current location"", ""Reducing steps for tasks""]",4
ux,,"Why is ""usability testing"" considered a crucial step before full development and delivery of a final product, even if it adds a phase to the process?",Why test usability before building the whole product?,multiple_choice,C,"[""To ensure the visual design is perfect"", ""To gather user feedback on specific UI elements only"", ""To identify and fix user problems at a lower cost than post-launch"", ""To guarantee all features are implemented correctly""]",4
ux,,"A UX designer enjoys working on varied projects and building a portfolio quickly. Based on the transcript, which type of company would be the most suitable environment for this designer?",Designer likes varied projects and fast portfolio building. What company type is best?,multiple_choice,B,"[""A startup focused on a single brand"", ""A service company working with multiple clients"", ""A freelance role with limited learning opportunities"", ""A large corporation with specialized roles""]",5
ux,,"A designer is creating a web page with many different elements. To ensure the design feels organized and interconnected, what visual design principle should be prioritized?",Many elements on a page. What design rule makes it look neat and linked?,multiple_choice,C,"[""Emphasis"", ""White Space"", ""Alignment"", ""Sequencing""]",5
ux,,"A website makes it easy for users to subscribe to its service but creates a very complex, multi-step process involving customer service contact to cancel the subscription. Which ""Dark Pattern"" is this website most likely employing?","Easy to sign up, hard to cancel. What bad design trick is this?",multiple_choice,C,"[""Privacy Zuckring"", ""Misdirection"", ""Roach Motel"", ""Forced Continuity""]",5
ux,,"When observing users interacting with a product, a designer notices that while users claim to have no problems, they take significantly longer than average to complete certain tasks. What is the best action for the designer to take based on this observation?","Users say no problems, but tasks take too long. What should the designer do?",multiple_choice,C,"[""Dismiss the observation as users are happy"", ""Trust the users' verbal feedback over observation"", ""Differentiate between verbal feedback and actual observed behavior to identify issues"", ""Immediately redesign the entire task flow without further analysis""]",5
