question_id,assessment_id,question_text,question_type,correct_answer,options,difficulty_level
q_assessment_testing_3_3,assessment_testing,"In the context of Software Testing, what does 'CH02.L05 . Warm up no.1' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,3
q_assessment_testing_3_4,assessment_testing,"Why is 'CH03.L03 . Test case , test suite , test execution' important for Software Testing?",multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,3
q_assessment_testing_3_5,assessment_testing,Which of the following is a key takeaway from 'CH04.L04 . System testing - level 3'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,3
q_assessment_testing_4_0,assessment_testing,Advanced: Why is 'CH05.L07 . White Box techniques' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_testing_4_1,assessment_testing,Advanced: Why is 'CH03.L01 . What is bugs addressing ？' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_testing_4_2,assessment_testing,Advanced: What is the main focus of 'CH01.L02. Why testing is necessary_'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,4
q_assessment_testing_4_3,assessment_testing,Advanced: Which of the following is a key takeaway from 'CH03.L02.Warm up no.2'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,4
q_assessment_testing_4_4,assessment_testing,Advanced: What is the main focus of 'CH03.L04 . Test case attributes'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,4
q_assessment_testing_4_5,assessment_testing,Advanced: Why is 'CH04.L01 . Unit testing - level 1' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,4
q_assessment_testing_5_0,assessment_testing,"Advanced: What is the main focus of 'CH02.L02 . Error, fault, failure'?",multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
q_assessment_testing_5_1,assessment_testing,Advanced: Why is 'WELCOME' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_testing_5_2,assessment_testing,Advanced: Why is 'CH05.L05 . BBT-4-state transition' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_testing_5_3,assessment_testing,Advanced: Why is 'CH02.L04 . Other sources for expected results' important for Software Testing?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_ux_1_0,assessment_ux,Intro: Which of the following is a key takeaway from 'CH03_VID01_The Elements of User Experience'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_ux_1_1,assessment_ux,Intro: Why is 'Course Overview' important for User Experience Design?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_ux_1_2,assessment_ux,Intro: Which of the following is a key takeaway from 'CH07_VID04_Exercise 04'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_ux_1_3,assessment_ux,Intro: Which of the following is a key takeaway from 'CH06_VID03_Information Architecture'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,1
q_assessment_ux_1_4,assessment_ux,Intro: Why is 'CH04_VID04_User Research' important for User Experience Design?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,1
q_assessment_ux_1_5,assessment_ux,Intro: What is the main focus of 'Next Steps'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,1
q_assessment_ux_2_0,assessment_ux,Intro: What is the main focus of 'CH03_VID02_How the Elements Work Together'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_ux_2_1,assessment_ux,Intro: Why is 'CH01_VID03_UI⧸UX Roles' important for User Experience Design?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,2
q_assessment_ux_2_2,assessment_ux,Intro: What is the main focus of 'CH09_VID02_UX Case Study'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_ux_2_3,assessment_ux,Intro: What is the main focus of 'CH09_VID02_UX Case Study'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,2
q_assessment_ux_3_0,assessment_ux,Which of the following is a key takeaway from 'CH01_VID02_Other Teams UX Designers Work with'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,3
q_assessment_ux_3_1,assessment_ux,What is the main focus of 'CH04_VID03_Competitors Review'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,3
q_assessment_ux_3_2,assessment_ux,"In the context of User Experience Design, what does 'CH05_VID01_Scope' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,3
q_assessment_ux_3_3,assessment_ux,Why is 'CH09_VID03_Exercise 05' important for User Experience Design?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,3
q_assessment_ux_4_0,assessment_ux,"Advanced: In the context of User Experience Design, what does 'Course Overview' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_ux_4_1,assessment_ux,"Advanced: In the context of User Experience Design, what does 'CH04_VID01_The Research Process' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_ux_4_2,assessment_ux,Advanced: What is the main focus of 'CH05_VID02_Exercise 02'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,4
q_assessment_ux_4_3,assessment_ux,"Advanced: In the context of User Experience Design, what does 'CH05_VID02_Exercise 02' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,4
q_assessment_ux_5_0,assessment_ux,"Advanced: In the context of User Experience Design, what does 'CH01_VID02_Other Teams UX Designers Work with' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_ux_5_1,assessment_ux,Advanced: Why is 'CH09_VID01_UX process' important for User Experience Design?,multiple_choice,A,It builds core foundations|It is an optional trivia|It is only for experts|It has no practical use,5
q_assessment_ux_5_2,assessment_ux,"Advanced: In the context of User Experience Design, what does 'CH04_VID03_Competitors Review' typically cover?",multiple_choice,A,Fundamental principles|Hardware maintenance|Social media trends|Cooking techniques,5
q_assessment_ux_5_3,assessment_ux,Advanced: Which of the following is a key takeaway from 'CH10_VID02_Tips for Effective UXD'?,multiple_choice,A,Practical implementation|Random guessing|Ignoring errors|Using outdated tools,5
q_assessment_ux_5_4,assessment_ux,Advanced: What is the main focus of 'CH10_VID01_Dark patterns'?,multiple_choice,A,Basic concepts|Advanced optimization|Historical context|Legal regulations,5
